Compound  SmmetryNum  SymetGroup
Co4Na12S12  36  (Cmc21)
Co4Ni1Sb12  204  (Im-3)
Cr1I1K1O6  14  (P21/c)
Cr1K2O7S1  14  (P21/c)
Cs1F1O2S1  62  (Pnma)
Cs1F1O3S1  14  (P21/c)
Cs1F2O2P1  62  (Pnma)
Cs1F4I1O1  62  (Pnma)
Cs1F4O1V1  62  (Pnma)
Cs1N2O8V1  19  (P212121)
F1O3Se1Y1  14  (P21/c)
F1O4Rb1S1  2  (P-1)
F1O6S1Tc1  14  (P21/c)
F2I1Na1O2  63  (Cmcm)
F2I1O2Rb1  29  (Pca21)
F2N2O4Xe1  2  (P-1)
F2Na1O2V1  4  (P21)
F2O2P1Rb1  62  (Pnma)
F2O3S1Xe1  61  (Pbca)
F2O4Pb2S1  15  (C2/c)
F2O6S2Sn1  14  (P21/c)
F2O6S2Xe1  14  (P21/c)
F2O7Te2V2  2  (P-1)
F3K1O1Te1  4  (P21)
F3K1O1Te1  86  (P42/n)
F3K3O4Ti1  36  (Cmc21)
F3O4P1Sn3  146  (R3)
F4K2O1Te1  63  (Cmcm)
F4Na2O2W1  60  (Pbcn)
F5K1Li1Y1  14  (P21/c)
F5N1O2Xe1  14  (P21/c)
F5O1Pb1V1  57  (Pbcm)
F5O2S1Sb1  14  (P21/c)
F6K1Rb2Y1  14  (P21/c)
F6K2Na1Y1  225  (Fm-3m)
H1Cs1O7S2  2  (P-1)
H1Eu1O5S1  14  (P21/c)
H1F1Hg1O1  19  (P212121)
H1F1Mg1O1  62  (Pnma)
H1F12I2K1  140  (I4/mcm)
H1F7K2Ti1  11  (P21/m)
H1F8K3Sn1  15  (C2/c)
H1Hg1N1O4  14  (P21/c)
H1I1Li2O1  62  (Pnma)
H1I1O1Pb1  62  (Pnma)
H1I1O2Pb2  12  (C2/m)
H1I1O4Zn1  9  (Cc)
H1K1O3Se1  2  (P-1)
H1K1O3Si1  64  (Cmce)
H1K1O5Si2  62  (Pnma)
H1K1O5Si2  12  (C2/m)
H1K3O8Se2  15  (C2/c)
H1Li1O4S1  14  (P21/c)
H1Li1O7S2  9  (Cc)
H1Mg2O5P1  62  (Pnma)
H1Mn1O3P1  14  (P21/c)
H1Mn1O7P2  14  (P21/c)
H1N1O4Zn1  33  (Pna21)
H1N3O1Zn1  186  (P63mc)
H1Na1O4S1  14  (P21/c)
H2F5N1Te1  4  (P21)
H2F6N3Sb1  26  (Pmc21)
H2Fe1O5S1  15  (C2/c)
H2I2O1Sr1  62  (Pnma)
H2I2O7Sr1  15  (C2/c)
H2K2O5Ru1  19  (P212121)
H2K3Np1O6  56  (Pccn)
H2La1N1O5  4  (P21)
H2Li1N1O3  14  (P21/c)
H2Li1N3O1  193  (P63/mcm)
H2Li1O2P1  12  (C2/m)
H2Li1O3P1  33  (Pna21)
H2Li1O4P1  33  (Pna21)
H2Li2O5S1  4  (P21)
H2Mg1O5S1  15  (C2/c)
H2Mg1O8S2  14  (P21/c)
H2Mn1O5P1  15  (C2/c)
H2Mn2O6S1  15  (C2/c)
H2N2Na2O4  57  (Pbcm)
H2N2O5Sr1  4  (P21)
H2Ni1O5S1  15  (C2/c)
H2O10S2U1  14  (P21/c)
H2O2P1Rb1  62  (Pnma)
H2O4P1Rb1  14  (P21/c)
H2O4P1Rb1  122  (I-42d)
H4Al1O6P1  14  (P21/c)
H4B1Na1O4  14  (P21/c)
H4B1Na1O4  19  (P212121)
H4B2Ca1O6  15  (C2/c)
H4B2Li2O8  14  (P21/c)
H4B3Na3O8  9  (Cc)
H4Ba1I2O2  15  (C2/c)
H4Ba1O4P2  68  (Ccce)
H4Ba1O8P2  2  (P-1)
H4Ba1O8P2  56  (Pccn)
H4Be1F3N1  7  (Pc)
H4Be1F3N1  19  (P212121)
H4Be1O4P2  92  (P41212)
H4Br1N1O4  62  (Pnma)
H4Br2O4U1  14  (P21/c)
H4Ca1N6O2  14  (P21/c)
H4Ca1O4P2  15  (C2/c)
H4Ca1O6S1  15  (C2/c)
H4Ca1O8P2  2  (P-1)
H4Ca1O8V2  2  (P-1)
H4Ca2O9P2  2  (P-1)
H4Cd1O4P2  15  (C2/c)
H4Cd1O5S2  14  (P21/c)
H4Cl1N1O1  14  (P21/c)
H4Cl1N1O2  113  (P-421m)
H6Br2O5U1  14  (P21/c)
H6Ca1K1N3  14  (P21/c)
H6Ca1O7P2  2  (P-1)
H6Ca1O9P2  2  (P-1)
H6Cd1O7P2  2  (P-1)
H6Cs2N2P4  14  (P21/c)
H6F4Hf1O3  14  (P21/c)
H6F4N2Si1  14  (P21/c)
H6F4O3Zr1  14  (P21/c)
H6F5N2Sb1  62  (Pnma)
H6F6N2Si1  61  (Pbca)
H6F6N2Sn2  15  (C2/c)
H6F6O2Zr1  15  (C2/c)
H6Fe1O6S1  14  (P21/c)
H6I1Li1O7  2  (P-1)
H6K2Li1N3  84  (P42/m)
H6K2N3Na1  84  (P42/m)
H6K2O6Pb1  148  (R-3)
H6K2O6Sn1  148  (R-3)
H6K3Np1O8  14  (P21/c)
H6K3O6Sc1  15  (C2/c)
H6Li1N1O6  63  (Cmcm)
H6N4O4Pd1  2  (P-1)
H6N4O4Pt1  14  (P21/c)
H6N4O4Pt1  5  (C2)
I1K1Mo1O6  14  (P21/c)
I1K1Ni1O6  149  (P312)
I1La1O9V2  57  (Pbcm)
I1Li6P1S5  9  (Cc)
I1O4P1Pb2  14  (P21/c)
I1O4P1Sr2  14  (P21/c)
I1O7V1Zn2  7  (Pc)
I10Ir2Te16  2  (P-1)
I12Ru2Te14  2  (P-1)
I2Li1O8V1  14  (P21/c)
I2O8Rb1V1  2  (P-1)
I4K2O20U3  2  (P-1)
In1K1O7P2  14  (P21/c)
In1K1O8W2  165  (P-3c1)
In1K1P2S7  5  (C2)
In1K2P2S7  12  (C2/m)
In10Pb6S21  12  (C2/m)
In11La5Ni6  65  (Cmmm)
K1Li1O4S1  159  (P31c)
K1Li1O4S1  9  (Cc)
K1Li1O4S1  33  (Pna21)
K1Li1O4S1  173  (P63)
K1Lu1O7P2  14  (P21/c)
K1Lu1O8W2  15  (C2/c)
K1Mg1O4P1  14  (P21/c)
K2O7P2Sr1  14  (P21/c)
K2O7P2Zn1  136  (P42/mnm)
K2O7Te1U1  14  (P21/c)
K2O8Pb1S2  166  (R-3m)
K2O8S2Zn1  14  (P21/c)
K2O9Te1U2  14  (P21/c)
K2P2Pd1S6  62  (Pnma)
K3La1O8P2  11  (P21/m)
K3Li1O7P2  20  (C2221)
K3Lu1O8P2  11  (P21/m)
K3Lu1O8V2  164  (P-3m1)
K3N3O6Se3  14  (P21/c)
K3Na1O8S2  164  (P-3m1)
K3Na1O8W2  15  (C2/c)
K3Nb1O9P2  14  (P21/c)
K3O10S2V1  4  (P21)
K3O7Si2Y1  194  (P63/mmc)
K3O8P2Pr1  11  (P21/m)
K3O8P2Sc1  147  (P-3)
K3O8P2Tm1  11  (P21/m)
K3O8Sc1V2  164  (P-3m1)
K3O8Tm1V2  164  (P-3m1)
K3O9S3Sb7  173  (P63)
K4N2O14S4  2  (P-1)
K4O10P2U1  137  (P42/nmc)
O6P1Sr1V1  14  (P21/c)
O6Rb1S1V1  19  (P212121)
O7P2Rb1Y1  14  (P21/c)
O8P2Rb1V1  14  (P21/c)
O8Se2V1Y1  39  (Aem2)
O8Te2V1Y1  12  (C2/m)
O9Pb1U1V2  14  (P21/c)
Os4Sb12Sr1  204  (Im-3)
P2Rb1S7V1  5  (C2)
P2S8Sr1U1  135  (P42/mbc)
Pd1Rb2Se16  117  (P-4b2)
Pd3Ta4Te16  12  (C2/m)
Rb4Re6Se12  15  (C2/c)
Rb4Se12Tc6  15  (C2/c)
Rb4Se14Zr3  15  (C2/c)
Re6Se12Tl4  15  (C2/c)
Re8Sc5Si12  38  (Amm2)
Ru4Sb12Sr1  204  (Im-3)
Ag1As1K1S2  14  (P21/c)
Ag1Ba1F1S1  129  (P4/nmm)
Ag1Ba1O9P3  19  (P212121)
Ag1Bi1O8W2  12  (C2/m)
Ag1Bi1P2S6  2  (P-1)
Ag1Cd1O4V1  62  (Pnma)
Ag1Cd3P1S6  9  (Cc)
Ag2O7P2Pb1  2  (P-1)
Ag2O7P2Pd1  15  (C2/c)
Ag2O7P2Zn1  136  (P42/mnm)
Ag2O8Se2U1  14  (P21/c)
Ag3In1O8P2  12  (C2/m)
Ag3K3Nb2S8  15  (C2/c)
Ag3K3S8Ta2  15  (C2/c)
Ag3N1O3Se1  161  (R3c)
Ag4I2O4Se1  33  (Pna21)
Ag4N2O6Te1  198  (P213)
Ag4O4S1Te1  198  (P213)
Ag5Ba2S6Y1  12  (C2/m)
Ag5Cl2P1S4  38  (Amm2)
Ag5O4P1Se1  129  (P4/nmm)
Ag5O4P1Te1  129  (P4/nmm)
Ag9Ge2I1O8  12  (C2/m)
Al1As2K1O7  2  (P-1)
Al1B1Ca1O4  37  (Ccc2)
Al1B1Li2O4  14  (P21/c)
Al1B1Mg1O4  74  (Imma)
Al1B1Mg1O4  62  (Pnma)
Al1B1O4Pb1  60  (Pbcn)
Al1B1O4Pb1  62  (Pnma)
Al1B1O4Sr1  56  (Pccn)
Al1B2Li1O5  15  (C2/c)
Al2K2O24P8  12  (C2/m)
Al2K2O7Sb2  164  (P-3m1)
Al3B4O12Y1  155  (R32)
Al6B5F3O15  176  (P63/m)
As1Au1K2S4  11  (P21/m)
As1B1Ba1O5  144  (P31)
As1B1Ba3O3  194  (P63/mmc)
As1B1O5Pb1  144  (P31)
As1Ba1K1O4  62  (Pnma)
As1Ba1O6V1  14  (P21/c)
As1Br3F6S1  14  (P21/c)
As1Cd2F1O4  15  (C2/c)
As1Ce1F1O4  62  (Pnma)
As1Cl1F8O1  33  (Pna21)
As1Cl3F6S1  19  (P212121)
As1Cl3F6S3  2  (P-1)
As1Cu2K1S3  2  (P-1)
As1Cu4K1S4  4  (P21)
As1F6I1Se6  13  (P2/c)
As1F6I3Se1  14  (P21/c)
As1F6I3Te1  14  (P21/c)
As1Ge1N1O2  8  (Cm)
As1K1Mo1O6  62  (Pnma)
As1K1Ni1O4  148  (R-3)
As1K1S5Sn1  55  (Pbam)
B1Ba1Na1O3  12  (C2/m)
B1Ba1S4Sb1  62  (Pnma)
B1Ba2Br1O3  164  (P-3m1)
B1Be1Li1O3  2  (P-1)
B1Bi1O4Pb1  64  (Cmce)
B1Bi1O4Pb1  14  (P21/c)
B1Bi3O9Te1  173  (P63)
B1Br1Mg2N2  15  (C2/c)
B1Br1N2Sr2  166  (R-3m)
B1Ca1Cs1O3  198  (P213)
B1Ca1Ga1O4  37  (Ccc2)
B1Ca1Li1O3  61  (Pbca)
B1Ca1N1Ni1  129  (P4/nmm)
B1Ca1O3Rb1  198  (P213)
B1Ca2Cl1N2  62  (Pnma)
B1Ca2Cl1O3  14  (P21/c)
B1Cd1Cs1O3  198  (P213)
B1Cd1Li1O3  174  (P-6)
B1Cd1Li1O3  2  (P-1)
B1Cl1Mg2N2  61  (Pbca)
B1Cl1N2Sr2  62  (Pnma)
B1Co1Fe1O4  62  (Pnma)
B1Cs1Li2S3  62  (Pnma)
B1Cs1Na2O3  59  (Pmmn)
B1Eu1Ge1O5  14  (P21/c)
B2Cs1Nb1O6  31  (Pmn21)
B2Cs1O6Ta1  31  (Pmn21)
B2Cs2Ga2O7  14  (P21/c)
B2Cu2O6Sr1  121  (I-42m)
B2Cu2O6Sr1  120  (I-4c2)
B2Cu2O6Sr1  108  (I4cm)
B2Eu2Ge1O8  60  (Pbcn)
B2Ga1Li3O6  2  (P-1)
B2Ga2O7Rb2  14  (P21/c)
B2Ga2O7Sr1  63  (Cmcm)
B2Gd2Na2O7  14  (P21/c)
B2Ge2O8Sr1  62  (Pnma)
B2In1Li3O6  14  (P21/c)
B2K3Nb3O12  157  (P31m)
B2K3Nb3O12  189  (P-62m)
B2K3O12Ta3  189  (P-62m)
B2Li3O6Sc1  14  (P21/c)
B2Mg1O5Sr1  14  (P21/c)
B2Mg1O6Sn1  148  (R-3)
B2Mg1O6Sr2  12  (C2/m)
B2Na1O5Sc1  14  (P21/c)
B2Na3O6Sc1  14  (P21/c)
B2Na5O13P3  4  (P21)
B2Nb1O6Tl1  33  (Pna21)
B2O10Sr1U2  12  (C2/m)
Ba1Cl1O3V1  62  (Pnma)
Ba1Co1O7P2  2  (P-1)
Ba1Co2O8P2  147  (P-3)
Ba1Co2O8V2  142  (I41/acd)
Ba1Cs1P1S4  62  (Pnma)
Ba1Cs1S4V1  62  (Pnma)
Ba1Cs2O7P2  14  (P21/c)
Ba1Cu1F1S1  129  (P4/nmm)
Ba1Cu1S3Y1  63  (Cmcm)
Ba1Cu2O8V2  122  (I-42d)
Ba1F1Ga1O2  99  (P4mm)
Ba1F1O2Sc1  123  (P4/mmm)
Ba1F4O1Ti1  57  (Pbcm)
Ba1Fe2O8P2  148  (R-3)
Ba1Ge1O8P2  12  (C2/m)
Ba1Ge3K4O9  5  (C2)
Ba1Hf1O8P2  12  (C2/m)
Ba1K1Nb1S4  62  (Pnma)
Ba1K1P1Se4  62  (Pnma)
Ba1K4O9Si3  40  (Ama2)
Ba1La2O7W1  14  (P21/c)
Ba1Li2O7P2  15  (C2/c)
Ba1Mg1O7P2  14  (P21/c)
Ba1Mg2O8V2  142  (I41/acd)
Ba1Mn2O6Y1  3  (P2)
Ba2Fe1O6W1  225  (Fm-3m)
Ba2Ir1O6Y1  14  (P21/c)
Ba2Ir1O6Y1  225  (Fm-3m)
Ba2K1O15P5  7  (Pc)
Ba2K8O24U6  229  (Im-3m)
Ba2Mg1O6U1  225  (Fm-3m)
Ba2Mg1O6W1  225  (Fm-3m)
Ba2Mg1O8P2  14  (P21/c)
Ba2Nb1O6Y1  225  (Fm-3m)
Ba2O10P2U1  2  (P-1)
Ba2O10P2U1  12  (C2/m)
Ba2O6Pb1U1  225  (Fm-3m)
Ba2O6Re1Y1  14  (P21/c)
Ba2O6Sb1Y1  225  (Fm-3m)
Ba2O6Sr1U1  14  (P21/c)
Ba2O6Sr1U1  148  (R-3)
Ba2O6Sr1U1  225  (Fm-3m)
Ba2O6Sr1W1  12  (C2/m)
Ba2O6Ta1Y1  225  (Fm-3m)
Ba2O6Ta1Y1  87  (I4/m)
Ba2O6U1Zn1  225  (Fm-3m)
Ba2O6W1Zn1  225  (Fm-3m)
Ba2O8V2Zn1  14  (P21/c)
Ba2O9P2Te1  2  (P-1)
Ba3Cl2O5W1  63  (Cmcm)
Bi1K1Li6O6  166  (R-3m)
Bi1K1P2Se6  14  (P21/c)
Bi1K1P2Se6  4  (P21)
Bi1K1S4Si1  14  (P21/c)
Bi1K9O24U6  221  (Pm-3m)
Bi1La1O1S2  129  (P4/nmm)
Bi1Mg1O5V1  14  (P21/c)
Bi1Mg2O6P1  63  (Cmcm)
Bi1Mg2O6P1  62  (Pnma)
Bi1Mg2O6V1  62  (Pnma)
Bi1Mg2O6V1  63  (Cmcm)
Bi1N1O2Sn1  8  (Cm)
Bi1N1O2Ti1  25  (Pmm2)
Bi1N1O6Te1  14  (P21/c)
Bi1N2Nb1O1  99  (P4mm)
Bi1N2O1Ta1  99  (P4mm)
Bi1O2S1Sc1  8  (Cm)
Bi1O5P1Pb1  2  (P-1)
Bi1O5Pb1V1  12  (C2/m)
Bi1O5Pb1V1  2  (P-1)
Bi1O6P1Zn2  62  (Pnma)
Bi1O6Pb2V1  62  (Pnma)
Bi1O6V1Zn2  2  (P-1)
Bi1O8P1Pb4  2  (P-1)
Bi1O8S2Tl1  2  (P-1)
C1Cl6N1Sb1  62  (Pnma)
C1Cs1P1Sr1  216  (F-43m)
C1Cu1O5Sr2  82  (I-4)
C1F11S1Sb1  15  (C2/c)
C1Ga1N1Si1  31  (Pmn21)
C1Ga1N5Sr4  14  (P21/c)
C1Ga3N3Si1  6  (Pm)
C1H12Ca1O9  15  (C2/c)
C1H3Cl3Te1  14  (P21/c)
C1In1N1Si1  31  (Pmn21)
C1La2N6Si4  62  (Pnma)
C1Li1Na1O3  174  (P-6)
C1Na1Np1O5  31  (Pmn21)
C10F4Mn2O8  14  (P21/c)
C18Ru12Th11  217  (I-43m)
C2Ag1N2Na1  15  (C2/c)
C2Ag1N2Tl1  14  (P21/c)
C2Al1Li1N4  60  (Pbcn)
C2Al3O5Sc3  194  (P63/mmc)
C2Au1N2Rb1  15  (C2/c)
C2B1Br2La3  62  (Pnma)
C2Ba1Ca1O6  4  (P21)
C2Ba1Ca1O6  150  (P321)
C2Ba1Mg1O6  155  (R32)
C2Ba1Mg1O6  167  (R-3c)
C4Cl2O4Pd2  122  (I-42d)
C4Cl2O4Rh2  122  (I-42d)
C4Co1Cs1O4  82  (I-4)
C4Co1Li1O4  215  (P-43m)
C4Co1Na1O4  57  (Pbcm)
C4Co1O4Rb1  15  (C2/c)
C4Co1O4Tl1  198  (P213)
C4F12Ge4S6  227  (Fd-3m)
C4H11N1O10  2  (P-1)
C4H12Au1N1  129  (P4/nmm)
C4H12O4Si1  88  (I41/a)
C4H2F10Ge1  43  (Fdd2)
C4H2F10Si1  43  (Fdd2)
C4H3Na5O12  2  (P-1)
C4H4O10Th1  15  (C2/c)
C4H6Ba1O10  15  (C2/c)
C4H7Cs1O10  2  (P-1)
C4H8Br4Si1  114  (P-421c)
C4H8O12Th1  15  (C2/c)
C4Hg1N4Rb2  167  (R-3c)
C4Li1N6Rb1  140  (I4/mcm)
C4N4Ni1Tl2  14  (P21/c)
C4N4Ni1Zn1  132  (P42/mcm)
C4N4Pd1Tl2  14  (P21/c)
C4N4Pd1Zn1  132  (P42/mcm)
Ca1Na2O8S2  15  (C2/c)
Ca1Ni1O7P2  2  (P-1)
Ca1O1S1Zn1  186  (P63mc)
Ca1O2S1Sn1  99  (P4mm)
Ca1O6Pb2U1  14  (P21/c)
Ca1O6Sr2U1  14  (P21/c)
Ca1O6Sr2W1  225  (Fm-3m)
Ca1O6Sr2W1  25  (Pmm2)
Ca1O6Sr2W1  14  (P21/c)
Ca1O7Rb2V2  14  (P21/c)
Ca1O8P2Zn2  2  (P-1)
Ca1O8P2Zr1  19  (P212121)
Ca1O8P2Zr1  33  (Pna21)
Ca1O8P2Zr1  62  (Pnma)
Ca1O8Se2U1  2  (P-1)
Ca2Cl1O4P1  57  (Pbcm)
Ca2Cl1O4V1  57  (Pbcm)
Ca2Fe1O6W1  225  (Fm-3m)
Ca2Fe1O6W1  25  (Pmm2)
Ca2K8O24U6  229  (Im-3m)
Ca2Mg1O6W1  14  (P21/c)
Ca2Ni1O6W1  14  (P21/c)
Ca2O6Pd1W1  25  (Pmm2)
Ca2O9Te2U1  14  (P21/c)
Ca3Cl2O5W1  62  (Pnma)
Cl1La1O4W1  62  (Pnma)
Cl1Li6O5P1  216  (F-43m)
Cl1Lu1O4W1  2  (P-1)
Cl1Mg2O4P1  33  (Pna21)
Cl1Mn2O4P1  33  (Pna21)
Cl1Mo1O4Y1  12  (C2/m)
Cl1N2S1Se2  61  (Pbca)
Cl1N3Pt1S4  62  (Pnma)
Cl1O3Pb1V1  62  (Pnma)
Cl1O3Sr1V1  62  (Pnma)
Cl1O4P1Sn2  40  (Ama2)
Cl1O4Sr2V1  57  (Pbcm)
Cl1O8Se2Y3  62  (Pnma)
Cl1O8Si2Y3  62  (Pnma)
Cl1O9Re1S2  2  (P-1)
Cl10N2S2W2  14  (P21/c)
Cl14Ir2Te14  2  (P-1)
Cl14O8P4V2  2  (P-1)
Cl14Rh2Te14  2  (P-1)
Cl16Hg3Tl10  87  (I4/m)
Cl2Cr3F6K2  14  (P21/c)
Cl2Cs1K1O8  166  (R-3m)
Cl2F6I1Sb1  64  (Cmce)
Cl2N2S1Se2  61  (Pbca)
Cl2N2S2Se1  14  (P21/c)
Cr1Sn1V1Y1  216  (F-43m)
Cr2F9K1Pb1  62  (Pnma)
Cr2K1La1O8  14  (P21/c)
Cr2K1O8Tb1  19  (P212121)
Cr2K3Na1O8  164  (P-3m1)
Cr2K3Na1O8  15  (C2/c)
Cs1Cu1S3U1  63  (Cmcm)
Cs1F3Mo1O2  74  (Imma)
Cs1F5K2Pd1  127  (P4/mbm)
Cs1F6O1Re1  14  (P21/c)
Cs1I1Mo1O6  33  (Pna21)
Cs1I3O13V2  46  (Ima2)
Cs1In1O7P2  14  (P21/c)
Cs1La1O8S2  14  (P21/c)
Cs1La1P2S6  14  (P21/c)
Cs1Li1O4S1  62  (Pnma)
Cs1Li1O4S1  14  (P21/c)
Cs1Lu1O7P2  14  (P21/c)
Cs1Lu1O8W2  13  (P2/c)
Cs1Mg1O4P1  62  (Pnma)
Cs1Mo1O6P1  70  (Fddd)
Cs1Mo2O8V1  164  (P-3m1)
Cs1Mo2O8Y1  13  (P2/c)
Cs1N1O3Os1  62  (Pnma)
Cs1N3O11U1  167  (R-3c)
Cu1F7Hf1K1  63  (Cmcm)
Cu1F7K1Zr1  63  (Cmcm)
Cu1Ge1S7Y3  173  (P63)
Cu1Hf1K1S3  63  (Cmcm)
Cu1Hg1I1S1  33  (Pna21)
Cu1I1P4Se3  64  (Cmce)
Cu1I1P4Se4  64  (Cmce)
Cu1In1O8W2  15  (C2/c)
Cu1K1Na2O2  107  (I4mm)
Cu1K1O9Ta3  30  (Pnc2)
Cu1K1S3Th1  63  (Cmcm)
Cu1K1S3Zr1  63  (Cmcm)
Cu1K1Se3U1  63  (Cmcm)
Cu1K2S3Sb1  14  (P21/c)
Cu1La1O1S1  129  (P4/nmm)
Cu1La1O8W2  2  (P-1)
Cu1La3O2S3  62  (Pnma)
Cu1Lu1O8W2  13  (P2/c)
Cu1Mg1O4V1  63  (Cmcm)
Cu1Na5O2S1  123  (P4/mmm)
Cu1O1Pr1S1  129  (P4/nmm)
Cu1O4P1Tl1  15  (C2/c)
Cu1O7Se2V1  14  (P21/c)
Cu1Pb1S3Y1  62  (Pnma)
Cu1Rb1S3U1  63  (Cmcm)
F1La3N4Si1  62  (Pnma)
F1Lu1O3Se1  11  (P21/m)
F1Lu1O3Se1  14  (P21/c)
F1Lu1O3Se1  2  (P-1)
F1Mo1Na3O4  62  (Pnma)
F1Mo2O7Tm1  13  (P2/c)
F1Na1O2Te1  99  (P4mm)
F1O12P3Pb5  176  (P63/m)
F1O12P3Sr5  176  (P63/m)
F1O12Pb5V3  176  (P63/m)
F1O12Sr5V3  176  (P63/m)
F1O2Pb1Sc1  99  (P4mm)
F1O2Rb1Si1  99  (P4mm)
F1O2Rb1Ti1  38  (Amm2)
F1O2Sc1Sn1  99  (P4mm)
F1O3Sc1Se1  11  (P21/m)
F1O3Sc1Se1  2  (P-1)
F1O3Sc1Te1  52  (Pnna)
F10K6Mo4O8  58  (Pnnm)
F11N1S1Sb2  14  (P21/c)
F12Hf3K2O1  166  (R-3m)
F12K2O1Zr3  166  (R-3m)
F13N1O2Xe2  12  (C2/m)
F2Gd2O1Se1  176  (P63/m)
F2Mg3O4Si1  62  (Pnma)
Fe1Li1O9P3  19  (P212121)
Fe1Li2O8S2  14  (P21/c)
Fe1Mn2O6W1  146  (R3)
Fe1Na1O4P1  62  (Pnma)
Fe1O6Sr2U1  14  (P21/c)
Fe1O6Sr2W1  87  (I4/m)
Fe1O6Sr2W1  225  (Fm-3m)
Fe1O6Sr2W1  14  (P21/c)
Fe1O7P2Pb1  14  (P21/c)
Fe1O7P2Sr1  14  (P21/c)
Fe2Ni1O8P2  14  (P21/c)
Fe3I3O9Sb5  2  (P-1)
Ga1K1O6Se2  62  (Pnma)
Ga1K2Li3O4  14  (P21/c)
Ga1K2Na1P2  72  (Ibam)
Ga1La1O1S2  57  (Pbcm)
Ga1La1O2S1  99  (P4mm)
Ga1La3O1S5  62  (Pnma)
Ga1Li1O8W2  13  (P2/c)
Ga1Na3O8P2  2  (P-1)
Ga1O2S1Sc1  99  (P4mm)
Ga1O2S1Ta1  8  (Cm)
Ga1O8Te2V1  14  (P21/c)
Ga2K2Na4O6  62  (Pnma)
Ga2K2O24P8  12  (C2/m)
H1Cl1O3Pb3  26  (Pmc21)
H1Cr1La1O5  14  (P21/c)
H1Cs1O4Se1  14  (P21/c)
H1Cs1O5Si2  11  (P21/m)
H1Cs1O7Si3  19  (P212121)
H1Cs3O8Se2  12  (C2/m)
H1Cs3O8Se2  15  (C2/c)
H1Eu1O12P4  2  (P-1)
H1F10P1Pb2  2  (P-1)
H1F10S1Sb1  14  (P21/c)
H1Ga1O4Se1  62  (Pnma)
H1In1O4Se1  2  (P-1)
H1La2Li1O3  71  (Immm)
H1Li1O3Se1  19  (P212121)
H1Li3O4Te1  11  (P21/m)
H1Li4O15P5  2  (P-1)
H1Na1O10S3  14  (P21/c)
H1Na1O4Se1  14  (P21/c)
H1Na1O5Ti2  1  (P1)
H1O4Rb1Se1  1  (P1)
H1O5Rb5Si1  12  (C2/m)
H1O8Rb3Se2  15  (C2/c)
H10B2Ca1N2  5  (C2)
H10B2Ca1O1  62  (Pnma)
H10B2Ca1O9  2  (P-1)
H2As3Li1O9  14  (P21/c)
H2As3Na1O9  2  (P-1)
H2B6Ba3O13  7  (Pc)
H2B6O13Sr3  2  (P-1)
H2B8Ca2O15  2  (P-1)
H2Ba1Br2O7  15  (C2/c)
H2Ba1Cl2O1  62  (Pnma)
H2Ba1Cl2O7  15  (C2/c)
H2Ba1O4Sn2  4  (P21)
H2Ba1O8Te2  14  (P21/c)
H2Ba8O1Sb4  139  (I4/mmm)
H2Be1O4Se1  19  (P212121)
H2Be4O9Si2  36  (Cmc21)
H2Br1Li1O1  63  (Cmcm)
H2Br1Li1O5  15  (C2/c)
H2Br1Li2N1  62  (Pnma)
H2Br1Na1O5  15  (C2/c)
H2Br2O1Sr1  62  (Pnma)
H2Br2O7Sr1  15  (C2/c)
H2Ca1O12P4  14  (P21/c)
H2Ca1O4Si1  43  (Fdd2)
H2Cd1O4Se1  62  (Pnma)
H2Cd1O5Se1  14  (P21/c)
H2Cl1Eu1O2  11  (P21/m)
H2Cl1Hg1N1  51  (Pmma)
H3Cl1Cu1N1  199  (I213)
H3Cl1Li4O3  11  (P21/m)
H3Cl3N1Sc1  2  (P-1)
H3Cs1Li2O3  11  (P21/m)
H3Cs1O8Se2  14  (P21/c)
H3F12O2Pd2  2  (P-1)
H3Li1O6Se2  7  (Pc)
H3Li4Mg1N3  44  (Imm2)
H3Na1O6Se2  14  (P21/c)
H3Na1O6Si2  43  (Fdd2)
H3Na3O5Si1  14  (P21/c)
H3O6Rb1Se2  19  (P212121)
H4Ag2O6Te1  43  (Fdd2)
H4Al2O9Si2  1  (P1)
H4Al2O9Si2  9  (Cc)
H4As1Na1O5  4  (P21)
H4As2Ca1O8  2  (P-1)
H4B6Ba2O13  4  (P21)
H4B8Ca1O15  4  (P21)
H4Ba1Cl2O2  14  (P21/c)
H4Be3O10P2  15  (C2/c)
H4Br1Na1O2  14  (P21/c)
H4Br2Cd1O8  19  (P212121)
H4Br3Cd1N1  62  (Pnma)
H4Ca1Cl2O2  60  (Pbcn)
H6Al1O12P3  13  (P2/c)
H6Al4O18P6  176  (P63/m)
H6As2O11U1  15  (C2/c)
H6B6Ba3O15  13  (P2/c)
H6Ba1O6Sn1  14  (P21/c)
H6Ba2O6Zn1  14  (P21/c)
H6Br1Cu1N2  15  (C2/c)
H6Br1Li1O7  186  (P63mc)
H6Br1Na1O5  2  (P-1)
H6Br6N2Sc2  2  (P-1)
H6Ca1N3Rb1  15  (C2/c)
H6Ca1O16S4  2  (P-1)
H6Cd1O16S4  14  (P21/c)
H6Cl1Li1O7  186  (P63mc)
H6Cl1Na1O5  2  (P-1)
H6Cl3La1O9  190  (P-62c)
H6Cl3N2Sc1  2  (P-1)
H6Cl4O3Sn1  14  (P21/c)
H6Cs1Li2N3  63  (Cmcm)
