Compound  SmmetryNum  SymetGroup
Fe1Mo1O4  12  (C2/m)
Fe1Mo2S4  9  (Cc)
Fe1Na1S2  23  (I222)
Fe1Na3O3  9  (Cc)
Fe1Na3O3  14  (P21/c)
Fe1Na4O3  9  (Cc)
Fe1Na4O4  2  (P-1)
Fe1Nb1O4  5  (C2)
Fe1Nb2O6  60  (Pbcn)
Fe1Ni2S4  227  (Fd-3m)
Fe1O3Si1  15  (C2/c)
Fe1O3Sr2  71  (Immm)
Fe1O3Ti1  148  (R-3)
Fe1O3Ti1  161  (R3c)
Fe1O4Sb2  14  (P21/c)
Fe1O4Sb2  135  (P42/mbc)
Fe1O4Si1  31  (Pmn21)
Fe1O4Si1  14  (P21/c)
Fe1O6Ta2  136  (P42/mnm)
Fe1O7Ti3  44  (Imm2)
Fe1P1Se1  14  (P21/c)
Fe1P1Se3  148  (R-3)
Fe1P4Si4  1  (P1)
Ga1La1O3  221  (Pm-3m)
Ga1La2N3  15  (C2/c)
Ga1Li1O2  166  (R-3m)
Ga1Li1O2  33  (Pna21)
Ga1Li1S2  33  (Pna21)
Ga1Li3N2  206  (Ia-3)
Ga1N3Sr3  176  (P63/m)
Ga1N5O14  82  (I-4)
Ga1N5O14  5  (C2)
Ga1N5Sr6  193  (P63/mcm)
Ga1Na1O2  33  (Pna21)
Ga1Nb1O4  5  (C2)
Ga1O2Tl1  166  (R-3m)
Ga1O3Pr1  221  (Pm-3m)
Ga1O3Pr1  62  (Pnma)
Ga1O3Sb1  160  (R3m)
Ga1Pd2Y1  62  (Pnma)
Ga1Rb1S2  15  (C2/c)
Ga1S2Tl1  15  (C2/c)
Ga2Hg1S4  82  (I-4)
Ga2I8Pd1  12  (C2/m)
Ga2K2Se4  15  (C2/c)
Ga2K6Se6  14  (P21/c)
Ga2K6Te6  14  (P21/c)
Ga2Mg1O4  227  (Fd-3m)
Ge1K2Se4  14  (P21/c)
Ge1K2Te4  14  (P21/c)
Ge1La2O5  14  (P21/c)
Ge1La2S5  14  (P21/c)
Ge1Li2O3  36  (Cmc21)
Ge1Li4O4  63  (Cmcm)
Ge1Li4S4  62  (Pnma)
Ge1Li8O6  185  (P63cm)
Ge1Mg1N2  33  (Pna21)
Ge1Mg1O3  63  (Cmcm)
Ge1Mg1O3  148  (R-3)
Ge1Mg1O3  15  (C2/c)
Ge1Mg1P2  122  (I-42d)
Ge1Mg2O4  62  (Pnma)
Ge1Mg2O4  227  (Fd-3m)
Ge1Mg2S4  62  (Pnma)
Ge1Mn2S4  62  (Pnma)
Ge1N2Sr2  64  (Cmce)
Ge1N2Zn1  33  (Pna21)
Ge1N6Sr7  60  (Pbcn)
Ge1Na2O3  36  (Cmc21)
Ge1Na2S3  14  (P21/c)
Ge1Na4O4  2  (P-1)
Ge1Na5P3  14  (P21/c)
Ge1Ni1U1  62  (Pnma)
Ge2K6Se6  12  (C2/m)
Ge2K6Te6  15  (C2/c)
Ge2La2O7  1  (P1)
Ge2La2O7  227  (Fd-3m)
Ge2Li1N3  36  (Cmc21)
Ge2Li2O5  9  (Cc)
Ge2Li6O7  14  (P21/c)
Ge2N2Sr3  11  (P21/m)
Ge2N3Na1  36  (Cmc21)
Ge2N4Si1  227  (Fd-3m)
Ge2N6Sr5  15  (C2/c)
Ge2Na6S7  15  (C2/c)
Ge2O7Rb6  14  (P21/c)
Ge2P4Sr3  14  (P21/c)
Ge2Rb2S5  15  (C2/c)
Ge2Rb4S6  12  (C2/m)
Ge2S6Tl4  2  (P-1)
Ge3La2O9  2  (P-1)
Ge3Na1P3  26  (Pmc21)
Ge3Ni5U1  62  (Pnma)
Ge3O8Zn2  212  (P4332)
Ge3O9Sb2  176  (P63/m)
Ge3Rh2S3  146  (R3)
Ge38I8P8  218  (P-43n)
Ge4Li2O9  29  (Pca21)
H3Ca1Na1  2  (P-1)
H3Ca1Na1  161  (R3c)
H3Ca1Rb1  221  (Pm-3m)
H3Cl1Eu2  164  (P-3m1)
H3Cl1Ge1  36  (Cmc21)
H3Cs1Mg1  59  (Pmmn)
H3Cs1Mg1  166  (R-3m)
H3Li1Mg1  161  (R3c)
H3Li1Sr1  221  (Pm-3m)
H3Mg1Na1  62  (Pnma)
H3Mg1Rb1  194  (P63/mmc)
H30B8Mg4  1  (P1)
H4Al1Cs1  62  (Pnma)
H4Al1Li1  14  (P21/c)
H4Al1Li1  88  (I41/a)
H4Al1Li1  62  (Pnma)
H4Al1Na1  36  (Cmc21)
H4Al1Na1  88  (I41/a)
H4Ba2Pd1  62  (Pnma)
H4Be1Li2  1  (P1)
H4Be1Na2  11  (P21/m)
H4Ca1Cs2  139  (I4/mmm)
H4Ca1Rb2  139  (I4/mmm)
H4Co5La1  35  (Cmm2)
H4Cs1Ga1  62  (Pnma)
H8Cl4Si5  82  (I-4)
H8N10Zn1  2  (P-1)
H8O12Si8  148  (R-3)
H9Ba1Re1  194  (P63/mmc)
H9Ba1Re1  63  (Cmcm)
H9Ba1Re1  155  (R32)
H9Ba1Re1  143  (P3)
H9Ba1Re1  11  (P21/m)
He1O2Si1  14  (P21/c)
He1O2Si1  167  (R-3c)
Hf1La2S5  62  (Pnma)
Hf1Mo2O8  15  (C2/c)
Hf1N2Sr1  166  (R-3m)
Hf1O3Pb1  32  (Pba2)
Hf1O3Pb1  221  (Pm-3m)
Hf1O3Pb1  55  (Pbam)
Hf1O3Sr1  140  (I4/mcm)
Hf1O3Sr1  63  (Cmcm)
Hf1O3Sr1  99  (P4mm)
Hf1O3Sr1  127  (P4/mbm)
Hf1O3Sr1  74  (Imma)
Hf1O3Sr1  62  (Pnma)
Hf1O3Sr1  221  (Pm-3m)
Hf1O4Si1  141  (I41/amd)
Hf1O8Te3  206  (Ia-3)
Hg7O10P2  14  (P21/c)
Hg9O16P4  161  (R3c)
Ho1Na1S2  166  (R-3m)
Ho1O2Rb1  166  (R-3m)
Ho1Rb1S2  166  (R-3m)
Ho3O7Re1  20  (C2221)
I1In1Se1  88  (I41/a)
I1In1Te1  14  (P21/c)
I1In3Te3  62  (Pnma)
I1Nb2Te6  14  (P21/c)
I1P21Rb4  63  (Cmcm)
I1Sb1Se1  62  (Pnma)
I1Sb1Te1  2  (P-1)
I1Sb1Te1  12  (C2/m)
I1Se2Tl5  140  (I4/mcm)
I1Ta1Te4  2  (P-1)
I10Ni1Y6  2  (P-1)
I10Os1Y6  2  (P-1)
I10Pt1Y6  2  (P-1)
I10Ru1Y6  2  (P-1)
I14Rb2W6  163  (P-31c)
I2La2Te1  166  (R-3m)
I2Pd1Te1  2  (P-1)
I2Se8Tc6  14  (P21/c)
I2Te2Th1  12  (C2/m)
In1Li1O2  141  (I41/amd)
In1Li1S2  33  (Pna21)
In1Lu3S6  18  (P21212)
In1Mn1O3  165  (P-3c1)
In1Mn1O3  185  (P63cm)
In1Na1O2  166  (R-3m)
In1Na1S2  166  (R-3m)
In1Na3P2  14  (P21/c)
In1Na5O4  59  (Pmmn)
In1Na5S4  11  (P21/m)
In1Nb1O4  13  (P2/c)
In1O3Rh1  62  (Pnma)
In1O3Rh1  14  (P21/c)
In1O3Sb1  160  (R3m)
In1O4Ta1  13  (P2/c)
In1P3Sr3  62  (Pnma)
In1Rb1S2  15  (C2/c)
In1S2Ta1  194  (P63/mmc)
In1S2Tl1  194  (P63/mmc)
In1S2Tl1  166  (R-3m)
In1S2Tl1  15  (C2/c)
In1S2Tl1  187  (P-6m2)
In1S2Tl1  140  (I4/mcm)
In1S3Sb1  62  (Pnma)
In1S6Sc3  18  (P21212)
K1Mn1Te2  119  (I-4m2)
K1Na1Se1  62  (Pnma)
K1Na1Te1  62  (Pnma)
K1Na2Sb1  225  (Fm-3m)
K1Nb1Se2  194  (P63/mmc)
K1Pr1Te2  166  (R-3m)
K1Sb1Se2  2  (P-1)
K1Sb1Se2  1  (P1)
K1Sb1Sn1  186  (P63mc)
K1Sb1Zn1  194  (P63/mmc)
K1Sb1Zn1  187  (P-6m2)
K10O2Tl6  63  (Cmcm)
K2Mo3O10  15  (C2/c)
K2Mo4O13  2  (P-1)
K2Mo8O16  13  (P2/c)
K2O11Sb4  12  (C2/m)
K2O11Ta4  167  (R-3c)
K2O12Te4  12  (C2/m)
K2O13Ti6  12  (C2/m)
K2Pd1Se2  71  (Immm)
K2Pd1Te2  71  (Immm)
K2Pt1Se2  71  (Immm)
K2Pt1Te2  71  (Immm)
K2Pt4Se6  166  (R-3m)
K2Re3Se6  15  (C2/c)
La1O4Ta1  61  (Pbca)
La1O4Ta1  14  (P21/c)
La1O4Ta1  36  (Cmc21)
La1O9Sb3  63  (Cmcm)
La1O9Ta3  62  (Pnma)
La1Rb1S2  166  (R-3m)
La1S3Sc1  33  (Pna21)
La2Mo1O5  87  (I4/m)
La2Mo1O6  121  (I-42m)
La2Mo1O6  142  (I41/acd)
La2Mo2O7  58  (Pnnm)
La2Ni1O4  138  (P42/ncm)
La2Ni1O4  64  (Cmce)
La2Ni1O4  50  (Pban)
La2O12W3  15  (C2/c)
La2O2Se1  164  (P-3m1)
La2O2Te1  139  (I4/mmm)
La2O5Pd2  84  (P42/m)
La2O5Ru1  2  (P-1)
La2O5Si1  14  (P21/c)
La2O5Ti1  62  (Pnma)
La2O6Te1  19  (P212121)
La2O7Si2  14  (P21/c)
La2O7Si2  2  (P-1)
La2O7Sn2  227  (Fd-3m)
Li1O3Ta1  161  (R3c)
Li1O4Re1  2  (P-1)
Li1O8Sb3  14  (P21/c)
Li1O8Ta3  15  (C2/c)
Li1P1Sr1  187  (P-6m2)
Li1P1Sr1  194  (P63/mmc)
Li1P1Zn1  216  (F-43m)
Li1Rb1S1  129  (P4/nmm)
Li1S2Sb1  15  (C2/c)
Li1S2Sb1  148  (R-3)
Li1S2Sc1  166  (R-3m)
Li1Se2Y1  166  (R-3m)
Li2Mn1O3  15  (C2/c)
Li2Mn1O3  12  (C2/m)
Li2Mo1O4  148  (R-3)
Li2N2Na4  129  (P4/nmm)
Li2N2Th1  147  (P-3)
Li2N2Zr1  164  (P-3m1)
Li2N5Ta3  12  (C2/m)
Li2Ni1O2  71  (Immm)
Li2Ni1O2  164  (P-3m1)
Li2Ni1O3  12  (C2/m)
Li2O16S5  15  (C2/c)
Li2O2Pd1  71  (Immm)
Li2O3Pb1  15  (C2/c)
Li6O4Zn1  137  (P42/nmc)
Li6O6Te1  148  (R-3)
Li6O7Si2  113  (P-421m)
Li6O7Zr2  15  (C2/c)
Li7O6Sb1  146  (R3)
Li7P3S11  2  (P-1)
Li8N2Se1  109  (I41md)
Li8N2Te1  109  (I41md)
Li8O6Pb1  148  (R-3)
Li8O6Pt1  148  (R-3)
Li8O6Si1  185  (P63cm)
Li8O6Sn1  148  (R-3)
Lu1Mn1O3  62  (Pnma)
Lu1Mn2O5  55  (Pbam)
Lu1Na1S2  166  (R-3m)
Lu1Nb1O4  15  (C2/c)
Lu1Ni1O3  14  (P21/c)
Lu1O2Rb1  166  (R-3m)
Lu1O3Rh1  62  (Pnma)
Lu1O4Ta1  15  (C2/c)
Lu1O4Ta1  13  (P2/c)
Lu1Pr1S3  20  (C2221)
Lu1Rb1S2  166  (R-3m)
Lu1S2Tl1  166  (R-3m)
Lu2Mg1S4  227  (Fd-3m)
Mg2O4Si1  55  (Pbam)
Mg2O4Si1  139  (I4/mmm)
Mg2O4Si1  122  (I-42d)
Mg2O4Si1  1  (P1)
Mg2O4Si1  36  (Cmc21)
Mg2O4Si1  62  (Pnma)
Mg2O4Si1  74  (Imma)
Mg2O4Si1  227  (Fd-3m)
Mg2O4Sn1  227  (Fd-3m)
Mg2O6Si2  33  (Pna21)
Mg2O6Si2  13  (P2/c)
Mg2O6Si2  14  (P21/c)
Mg2O6Si2  60  (Pbcn)
Mg2O8Te3  15  (C2/c)
Mg2P2Se6  148  (R-3)
Mg2S4Si1  62  (Pnma)
Mg2S4Sn1  62  (Pnma)
Mg3O6Te1  148  (R-3)
Mg4Nb2O9  165  (P-3c1)
Mg4O9Ta2  165  (P-3c1)
Mn1Na1O2  59  (Pmmn)
Mn1Na1O2  12  (C2/m)
Mn1Na1O4  14  (P21/c)
Mn1Na5O4  31  (Pmn21)
Mn1Nb3O6  71  (Immm)
Mo2O8Zr1  12  (C2/m)
Mo2O8Zr1  15  (C2/c)
Mo2O9Zn3  11  (P21/m)
Mo3O12Y2  113  (P-421m)
Mo3O8Zn2  186  (P63mc)
Mo4O15Y2  14  (P21/c)
Mo5O16U1  3  (P2)
Mo5O8Sr1  14  (P21/c)
Mo6Nd1S8  148  (R-3)
Mo6Pb1S8  2  (P-1)
N1Na1Sn1  186  (P63mc)
N1Os2Zr4  227  (Fd-3m)
N1Sb1Sr3  221  (Pm-3m)
N2Na1Nb1  166  (R-3m)
N2Na1Ta1  166  (R-3m)
N2Ni1Sr2  62  (Pnma)
N2O12Se3  15  (C2/c)
N2Se1Th2  164  (P-3m1)
N2Se1Zr2  194  (P63/mmc)
N2Si1Sr1  14  (P21/c)
N2Si1Zn1  33  (Pna21)
N2Sr1Ti1  129  (P4/nmm)
N2Sr1Zr1  166  (R-3m)
N2Sr2Zn1  139  (I4/mmm)
N2Te1Th2  139  (I4/mmm)
Na1S2Sc1  166  (R-3m)
Na1S2Tb1  166  (R-3m)
Na1S2Tm1  166  (R-3m)
Na1Se2V1  12  (C2/m)
Na1Se2V1  166  (R-3m)
Na1Se2Y1  166  (R-3m)
Na2Ni1O2  36  (Cmc21)
Na2O13W4  2  (P-1)
Na2O2Pb1  60  (Pbcn)
Na2O2Pt1  71  (Immm)
Na2O2Zn1  14  (P21/c)
Na2O3Pt1  15  (C2/c)
Na2O3Ru1  15  (C2/c)
Na2O3Se1  14  (P21/c)
Na2O3Si1  36  (Cmc21)
Na2O3Tb1  15  (C2/c)
Na2O3Te1  14  (P21/c)
Na2O3Ti1  71  (Immm)
Na2O3Zn2  14  (P21/c)
Na2O3Zn2  96  (P43212)
Na2O4Os1  189  (P-62m)
Na2O4Pd3  71  (Immm)
Na2O4Ru1  14  (P21/c)
Na2O4Se1  70  (Fddd)
Na2O4Te1  14  (P21/c)
Na6S4Zn1  186  (P63mc)
Na6S7Sn2  15  (C2/c)
Nb1O3Rb1  2  (P-1)
Nb1O3Rb1  160  (R3m)
Nb1O4Sb1  33  (Pna21)
Nb1O4Sb1  52  (Pnna)
Nb1O4Sc1  13  (P2/c)
Nb1O8Rb3  121  (I-42m)
Nb1P1Se1  71  (Immm)
Nb1Rb3S4  62  (Pnma)
Nb1S4Tl3  217  (I-43m)
Nb2Ni1O6  60  (Pbcn)
Nb2Ni4O9  60  (Pbcn)
Nb2O15P4  2  (P-1)
Nb2O6Pb1  166  (R-3m)
Nb2O6Pb1  160  (R3m)
Nb2O6Pb1  148  (R-3)
Nb2O6Pb1  146  (R3)
Nb2O6Sn1  15  (C2/c)
Nb2O6Sr1  14  (P21/c)
Nb2O6Zn1  60  (Pbcn)
Nb2O7Sn2  227  (Fd-3m)
Nb2O7Sr2  36  (Cmc21)
Nb2O9Sr4  2  (P-1)
Nb9O25P1  82  (I-4)
O2Pb1Pd1  74  (Imma)
O2Pb1Rb2  2  (P-1)
O2Pr2Se1  164  (P-3m1)
O2Rb1Sb1  15  (C2/c)
O2Rb1Sc1  194  (P63/mmc)
O2Rb1Sc1  166  (R-3m)
O2Rb1Tl1  166  (R-3m)
O2Rb1Tm1  166  (R-3m)
O2Rb2Sn1  19  (P212121)
O2Rb2Zn1  14  (P21/c)
O2Se1Yb2  164  (P-3m1)
O2Sr1Zn1  62  (Pnma)
O21Tl2V8  12  (C2/m)
O25P6Si5  148  (R-3)
O25Ta9V1  82  (I-4)
O3Os1Sr1  62  (Pnma)
O3Pb1Rb2  36  (Cmc21)
O3Pb1Rb2  62  (Pnma)
O3Pb1Se1  14  (P21/c)
O3Pb1Se1  11  (P21/m)
O3Pb1Si1  13  (P2/c)
O3Pb1Si1  99  (P4mm)
O3Pb1Sn1  160  (R3m)
O3Pb1Sr1  62  (Pnma)
O3Pb1Te1  76  (P41)
O3Sr1Ti1  221  (Pm-3m)
O3Sr1Zr1  198  (P213)
O3Sr1Zr1  127  (P4/mbm)
O3Sr1Zr1  63  (Cmcm)
O3Sr1Zr1  74  (Imma)
O3Sr1Zr1  221  (Pm-3m)
O3Sr1Zr1  62  (Pnma)
O3Sr1Zr1  140  (I4/mcm)
O3Sr1Zr1  46  (Ima2)
O3Sr1Zr1  99  (P4mm)
O3Sr1Zr1  26  (Pmc21)
O3Te1Tl2  50  (Pban)
O3Te1Zn1  61  (Pbca)
O3Ti1Tl2  62  (Pnma)
O3Ti1Zn1  161  (R3c)
O38P4W10  4  (P21)
O4Pb1Pd2  88  (I41/a)
O4Pb1Pd2  15  (C2/c)
O4Pb1Se1  14  (P21/c)
O4Pb1Sr2  55  (Pbam)
O4Pb2Pt1  55  (Pbam)
O4Pb2Sn1  55  (Pbam)
O4Pd1Se1  15  (C2/c)
O4Pd3Tl1  225  (Fm-3m)
O4Pr4Se3  38  (Amm2)
O5Si1Sr3  130  (P4/ncc)
O5Si2Sr1  64  (Cmce)
O5Tb2Ti1  62  (Pnma)
O6Pb1Sb2  162  (P-31m)
O6Pb1Se2  14  (P21/c)
O6Pd1Sr4  167  (R-3c)
O6Pt1Sr4  167  (R-3c)
O6Pt3Zn1  65  (Cmmm)
O6Pu1Te2  14  (P21/c)
O6Rb6Tl2  14  (P21/c)
O6Ru2Sr1  162  (P-31m)
O6Sb2Sr1  162  (P-31m)
O6Sb2Zn1  136  (P42/mnm)
O6Sc2Te1  150  (P321)
O6Se2Sn1  205  (Pa-3)
O6Se2Sn1  14  (P21/c)
O6Se2Th1  33  (Pna21)
O6Se2Th1  14  (P21/c)
O6Se2Ti1  14  (P21/c)
O6Sn1Ta2  9  (Cc)
O6Sn2Ti1  136  (P42/mnm)
O6Sr1Ta2  62  (Pnma)
O6Sr3Tl2  55  (Pbam)
O6Ta2Zn1  60  (Pbcn)
O6Te1Tl2  150  (P321)
O9Sc2Te3  14  (P21/c)
O9Se3Tl2  14  (P21/c)
O9Si3Sr3  5  (C2)
O9Si3Sr3  2  (P-1)
O9Si3Sr3  15  (C2/c)
O9Ta2Te2  14  (P21/c)
O9Ta2Th2  20  (C2221)
O9Ti4Tl2  12  (C2/m)
Os1P1Se1  14  (P21/c)
Os1S1Sb1  14  (P21/c)
Os3Si5U2  15  (C2/c)
P1Pb1Se3  14  (P21/c)
P1Pd1Se1  60  (Pbcn)
P1Rb1Se6  29  (Pca21)
P1Rh1Se1  198  (P213)
P1Ru1Se1  14  (P21/c)
P1Se3Sn1  14  (P21/c)
P1Se4Tl3  62  (Pnma)
P2Pb2Se6  7  (Pc)
P2Pb2Se6  14  (P21/c)
P2Pt1Si2  4  (P21)
P2Pt1Si3  1  (P1)
P2Rb2Se6  152  (P3121)
P2Rb4Se9  15  (C2/c)
P2Ru2Th1  62  (Pnma)
Rh1S1Sb1  198  (P213)
Rh1Si1Y1  62  (Pnma)
Ru1S1Sb1  14  (P21/c)
Ru1Sb1V1  216  (F-43m)
Ru3Si5U2  15  (C2/c)
S1Si1Th1  139  (I4/mmm)
S2Sb1Tl1  2  (P-1)
S2Sc1Tl1  194  (P63/mmc)
S2Tb1Tl1  166  (R-3m)
S2Tl1Tm1  166  (R-3m)
S3Sb1Tl3  160  (R3m)
S3Sn1Sr1  62  (Pnma)
S3Sn1Tl2  12  (C2/m)
S3Sn1Tl4  130  (P4/ncc)
S3Sn1Zn1  161  (R3c)
S3Sn1Zr1  62  (Pnma)
S3Sn2Tl2  15  (C2/c)
S3Sr1Ti1  194  (P63/mmc)
S3Sr1Zr1  62  (Pnma)
S3Sr2Zn1  62  (Pnma)
S3Sr2Zn1  33  (Pna21)
S3Ta1Tl1  62  (Pnma)
S3Te1Tl2  62  (Pnma)
S3Tl2Zr1  11  (P21/m)
S4Sb1Tl3  2  (P-1)
Ag1Cl3Rb2  62  (Pnma)
Ag1Cs1Se4  19  (P212121)
Ag1Cu1Te2  25  (Pmm2)
Ag1Cu4Tb1  216  (F-43m)
Ag1Ga1Se2  122  (I-42d)
Ag1Ga1Te2  122  (I-42d)
Ag1Ge1La1  186  (P63mc)
Ag1Ho1Se2  19  (P212121)
Ag1Ho1Se2  109  (I41md)
Ag1Ho1Te2  113  (P-421m)
Ag1In1Se2  122  (I-42d)
Ag1In1Te2  122  (I-42d)
Ag1In5Se8  111  (P-42m)
Ag1In5Te8  111  (P-42m)
Ag1Li2Sb1  216  (F-43m)
Ag1Lu1Se2  19  (P212121)
Ag1Mg1Sb1  120  (I-4c2)
Ag1Na2Sb1  63  (Cmcm)
Ag1Pb1Pr1  186  (P63mc)
Ag1Pr1Sn1  186  (P63mc)
Ag1Rb1Se4  19  (P212121)
Ag1Sb1Te2  166  (R-3m)
Ag1Sc1Se2  164  (P-3m1)
Ag1Sc1Se2  19  (P212121)
Ag1Se1Tl1  62  (Pnma)
Al1Cl7Se1  1  (P1)
Al1Cl7Te1  14  (P21/c)
Al1Cl7Te1  2  (P-1)
Al1Cl8Nb1  63  (Cmcm)
Al1Co1Th1  189  (P-62m)
Al1Co2Mn1  216  (F-43m)
Al1Cs1Te3  14  (P21/c)
Al1Cs6Sb3  11  (P21/m)
Al1Cu1Se2  122  (I-42d)
Al1Cu1Te2  122  (I-42d)
Al1Ge1Ho1  63  (Cmcm)
Al1Ge1La1  109  (I41md)
Al1Ge1Li1  216  (F-43m)
Al1Ge1Na1  129  (P4/nmm)
Al1Ge1Pr1  109  (I41md)
Al1Ho1Pd1  62  (Pnma)
Al1Ho1Pt1  62  (Pnma)
Al1Li1Se2  33  (Pna21)
Al1Li1Si1  216  (F-43m)
Al1Li1Te2  122  (I-42d)
Al1Mn1Ti2  216  (F-43m)
Al1Mn1Zr2  216  (F-43m)
Al1Na1Se2  140  (I4/mcm)
Al1Na1Se2  15  (C2/c)
Al1Na1Si1  129  (P4/nmm)
Al2Fe3Si4  63  (Cmcm)
Al2Ge2Sr1  164  (P-3m1)
Al2Hg1Se4  82  (I-4)
Al2Hg1Se4  227  (Fd-3m)
Al2Hg1Te4  82  (I-4)
Al2I12Sb2  12  (C2/m)
Al2Mg1Se4  160  (R3m)
Al2Mg1Se4  166  (R-3m)
Al2Mg1Si2  164  (P-3m1)
Al2Mg2Se5  164  (P-3m1)
Al2Na2Sb3  14  (P21/c)
Al2Na6Se6  14  (P21/c)
Al2Na6Te6  14  (P21/c)
Al2Na7Sb5  11  (P21/m)
Al2O11Si4  2  (P-1)
Al2Sb6Sr5  62  (Pnma)
Al2Se4Sr1  66  (Cccm)
Al2Se4Zn1  82  (I-4)
Al2Se4Zn1  227  (Fd-3m)
Al2Si2Sr1  164  (P-3m1)
Al2Te4Zn1  82  (I-4)
Al20B4O36  36  (Cmc21)
Al20Fe1U2  121  (I-42m)
Al3Au1Ce1  107  (I4mm)
Al3Ce1Cu1  107  (I4mm)
As1In1Ni3  57  (Pbcm)
As1La1Te1  62  (Pnma)
As1Li1Mg1  216  (F-43m)
As1Li1Se2  9  (Cc)
As1Li1Sr1  62  (Pnma)
As1Li1Yb1  62  (Pnma)
As1Li1Zn1  216  (F-43m)
As1Mg1Na1  129  (P4/nmm)
As1Na1Sr1  189  (P-62m)
As1Na1Zn1  129  (P4/nmm)
As1Na3Se3  198  (P213)
As1Ni2Si1  61  (Pbca)
As1Rb1Se2  15  (C2/c)
As1Rb3Se4  62  (Pnma)
As1Ru1Te1  14  (P21/c)
As1Se3Tl3  160  (R3m)
As1Se4Tl3  62  (Pnma)
As2Ba1Cd2  164  (P-3m1)
As2Ba1Ga2  14  (P21/c)
As2Ba1Ge2  105  (P42mc)
As2Ba1Mg2  164  (P-3m1)
As2Ba1Pt1  63  (Cmcm)
As2Ba1Zn2  62  (Pnma)
As2Ba1Zn2  139  (I4/mmm)
As2Ba2Cd1  36  (Cmc21)
As3Ba3In1  62  (Pnma)
As3Br1Cd2  15  (C2/c)
As3Br1Cd2  9  (Cc)
As3Br1Hg2  15  (C2/c)
As3Ca3Ga1  62  (Pnma)
As3Cd2Eu2  12  (C2/m)
As3Cd4Cs1  123  (P4/mmm)
As3Cd4Na1  8  (Cm)
As3Ce1Si1  33  (Pna21)
As3Co1Hf5  62  (Pnma)
As3Cs5Ge1  62  (Pnma)
As3Cs5Si1  62  (Pnma)
As3Cs6In1  11  (P21/m)
As3Ga1Sr3  62  (Pnma)
As3Ga2Na2  14  (P21/c)
As3Ge3Rb1  62  (Pnma)
As3Hf1Na5  14  (P21/c)
As3La1Si1  61  (Pbca)
As3La1Si1  33  (Pna21)
As3La1Zn3  62  (Pnma)
As3Na5Sn1  14  (P21/c)
As3Rb1Sn3  62  (Pnma)
As3Rb5Si1  62  (Pnma)
As3Sr2Zn2  12  (C2/m)
As4Ba2O12  15  (C2/c)
Au1Cu1Sn1  139  (I4/mmm)
Au1Cu3Sn1  198  (P213)
Au1Cu4Tb1  216  (F-43m)
Au1Eu1Ge1  44  (Imm2)
Au1F11Th2  140  (I4/mcm)
Au1Ga1Hf1  187  (P-6m2)
Au1Ga1Zr1  187  (P-6m2)
Au1Ge1Ho1  216  (F-43m)
Au1Ge1Na1  44  (Imm2)
Au1Ge1Pr1  186  (P63mc)
Au1Ge4Rb3  59  (Pmmn)
Au1K3Se13  13  (P2/c)
Au1Li2Tl1  216  (F-43m)
Au1Lu1Si1  187  (P-6m2)
Au1Lu1Sn1  216  (F-43m)
Au1N12Rb1  15  (C2/c)
Au1Na1Se2  14  (P21/c)
Au1Na2Sb1  63  (Cmcm)
Au1Pr1Sn1  186  (P63mc)
Au1Rb1Se1  63  (Cmcm)
Au1Rb1Te1  51  (Pmma)
Au1Sb1Tl1  33  (Pna21)
Au1Sc1Si1  187  (P-6m2)
Au1Sc1Sn1  216  (F-43m)
Au1Si1Yb1  44  (Imm2)
Ba1Ca1Si1  62  (Pnma)
Ba1Ca1Sn1  62  (Pnma)
Ba1Cd1Sb2  139  (I4/mmm)
Ba1Cd2Sb2  164  (P-3m1)
Ba1Cl4Pd1  60  (Pbcn)
Ba1Cl4Zn1  60  (Pbcn)
Ba1Cl4Zn1  52  (Pnna)
Ba1Cu1Sb1  194  (P63/mmc)
Ba1Cu2Se2  62  (Pnma)
Ba1Cu2Se2  139  (I4/mmm)
Ba1Cu2Te2  62  (Pnma)
Ba1F10Te2  15  (C2/c)
Ba1F10Zr2  15  (C2/c)
Ba1F12Sb2  1  (P1)
Ba1Ga2Sb2  62  (Pnma)
Ba1Ga2Se4  66  (Cccm)
Ba1Ga4Se7  7  (Pc)
Ba1Ge2Ni2  62  (Pnma)
Ba1Ge3Pt1  107  (I4mm)
Ba1In2Se4  70  (Fddd)
Ba1In2Te4  66  (Cccm)
Ba1Ir2Si2  14  (P21/c)
Ba1Li1Sb1  194  (P63/mmc)
Ba1Li2Si1  59  (Pmmn)
Ba1Lu2Se4  62  (Pnma)
Ba4Ge6Li2  70  (Fddd)
Ba4In6O13  45  (Iba2)
Ba4Li2Si6  70  (Fddd)
Ba4O10Ru3  64  (Cmce)
Ba4O16Si6  14  (P21/c)
Ba5Fe4S11  31  (Pmn21)
Ba5In2Sb6  55  (Pbam)
Ba5Nb4O15  164  (P-3m1)
Ba5O10Ru2  194  (P63/mmc)
Ba5O15Ta4  164  (P-3m1)
Ba6F26Mg7  71  (Immm)
Ba6F26Zn7  12  (C2/m)
Ba7Cl2F12  174  (P-6)
Be1Bi1Li1  216  (F-43m)
Be1Cl4Cs2  62  (Pnma)
Be1Li1Sb1  186  (P63mc)
Be1Li1Sb1  216  (F-43m)
Be1Na1Sb1  194  (P63/mmc)
Be1Sb2Si1  122  (I-42d)
Be2Cl6Te7  58  (Pnnm)
Be8Na6O11  2  (P-1)
Bi1Br1Se1  62  (Pnma)
